rank_v2,team,power_index_v2,team_strength_rating,strength_rank,prior_year_team_quality_score,returning_production_score,offense_returning_production,defense_returning_production,qb_score,qb_status,projected_qb,transfer_impact_score,transfer_count,projected_transfer_starters,recruiting_talent_score,coaching_continuity_score,schedule_strength_score,avg_opponent_rating,road_games,context_score
117,James Madison,47.33584418250441,47.63971847735836,118,62.24238167200357,48.614000000000004,56.3,40.0,53.194808328736904,Returning starter,Alonza Barnett,48.508775548880436,37.0,0.0,30.52220022964008,0.0,40.04286110600972,47.10318200340486,6,50
118,South Florida,47.32301060645993,47.80292978410662,117,60.854627995654766,41.044000000000004,18.6,66.3,45.0,Transfer (incoming),Luke Kromenhoek,49.53810947888034,44.0,0.0,59.13349255545884,0.0,35.804950342939115,46.09182778507438,5,50
119,Michigan State,47.01943869371009,47.04771208910723,119,43.60177537592087,47.508,38.6,57.5,46.14209873138444,Returning (stepped up),Alessio Milivojevic,45.79643636213987,28.0,0.0,73.74948424789122,0.0,46.34087720417875,52.22307128822729,5,50
120,Northern Illinois,46.75838660560804,46.77231150067927,122,36.91554436244896,58.046,67.8,47.1,30.173630262915974,Returning starter,Josh Holst,41.270015249789424,5.0,0.0,49.4660742427881,85.0,46.42418912389834,49.36186958796208,7,50
121,Rice,46.74576997143634,46.66221940725738,123,24.694586355895087,59.178000000000004,45.1,75.0,45.0,Transfer (incoming),Jacurri Brown,47.621725207907105,20.0,0.0,43.83000086302645,85.0,48.75098351173136,52.170758841012024,6,50
122,Georgia State,46.57776570435827,46.92412316393896,120,37.050363893050935,47.92400000000001,67.1,26.3,49.31926824783967,Returning (stepped up),Cameran Brown,44.72266413176786,32.0,0.0,45.999730398042814,85.0,38.2651866744216,46.06868784328563,6,50
123,New Mexico State,46.49746537019742,46.77322580352192,121,42.3560872166232,55.686,63.3,47.1,33.401417999632294,Returning starter,Logan Fife,45.712710666696026,25.0,0.0,35.66349642031639,85.0,39.87921497040955,47.00795029584567,6,50
124,Sam Houston,46.40352572297819,46.55358860414705,124,29.005230158334626,71.03800000000001,65.0,77.9,23.310408622908625,Returning (stepped up),Landyn Locke,43.56975152369658,20.0,0.0,39.39326670519017,85.0,42.802016574925354,48.70883609210336,6,50
125,Ball State,46.0309448978368,46.02522199881381,125,32.91838495575736,56.37800000000001,57.6,55.0,32.59589308696451,Returning starter,Kiael Kelly,48.975706421973015,24.0,0.0,42.615537477861494,85.0,46.168294474388404,49.212955075934545,7,50
126,Coastal Carolina,45.041070348692415,45.4436109209603,126,35.23658718918775,41.918,37.5,46.9,45.0,Transfer (incoming),Trever Jackson,47.99136227560287,33.0,0.0,51.71955486596825,85.0,35.3800966142629,44.38974778226115,6,50
127,Bowling Green,44.84802076402855,45.000581722999065,127,36.465916341282714,51.19799999999999,49.6,53.0,32.121943371943374,Returning starter,Drew Pyne,45.33355564040355,15.0,0.0,43.94005831056945,85.0,41.186557748736135,47.76874116138378,6,50
128,Oklahoma State,44.60853250806475,44.45814361072158,129,22.145806349683898,38.654,21.9,57.6,78.57338205552492,Transfer (incoming),Drew Mestemaker,49.78466751239684,55.0,0.0,69.06311274877676,0.0,48.21786604430077,51.86051817100261,6,50
129,Charlotte,44.4204616448374,44.423379836762656,130,31.3218332406946,58.57,54.6,63.1,30.70859762824049,Returning starter,Grayson Loftis,42.802293773570554,19.0,0.0,37.38263778404827,85.0,44.35042503863122,49.60991194981927,6,50
130,Colorado State,44.21667101455511,44.2389618671421,131,36.23613099463521,39.582,21.7,59.8,36.126700680272116,Returning (stepped up),Darius Curry,48.798735721981515,31.0,0.0,54.721445644343056,85.0,43.68169055246727,50.01430092078449,5,50
131,Kennesaw State,44.20676806712316,44.578071611935215,128,49.93179223736811,54.144,42.3,67.5,23.858418367346943,Transfer (incoming),Rickie Collins,45.62782082012258,29.0,0.0,18.787008074925705,85.0,35.29548299163379,44.3405080019499,6,50
132,Oregon State,44.138859083564235,44.001960117921705,132,32.88398441088852,57.45400000000001,54.8,60.5,35.86625528589814,Returning starter,Maalik Murphy,43.37567257632816,20.0,0.0,62.29579368414733,0.0,47.42443425898489,52.19234119543505,5,50
133,North Texas,43.57634393503518,43.6944072723798,133,65.40342238720392,30.074,17.5,44.2,42.39089216767788,Transfer (incoming),Tayven Jackson,48.29890467686445,49.0,0.0,46.18388748386516,0.0,40.7428238387643,47.51051607226966,6,50
134,San José State,43.460967522539995,43.47709933890214,134,45.545375418583085,37.066,19.3,57.1,32.383135686707114,Transfer (incoming),Luke Weaver,45.18117719319313,17.0,0.0,45.5989080839312,85.0,43.07380392984839,49.538464686116754,6,50
135,Iowa State,42.20642978791651,42.195750631561566,135,55.346972403459,19.406,6.6,33.9,49.849581724581725,Transfer (incoming),Jaylen Raynor,46.338015718893274,48.0,0.0,69.33135862876355,0.0,42.46272954043515,49.96623446876611,5,50
136,UAB,41.783404058341326,41.70431170953926,137,38.967718789604135,44.606,54.1,33.9,46.19633664276522,Returning starter,Jalen Kitna,45.58071263921996,38.0,0.0,45.974118399723835,0.0,43.681620429590616,49.22070993958659,6,50
137,Massachusetts,41.73499897039636,41.836927592133186,136,26.710451746464525,46.45,38.2,55.7,43.538851351351354,Transfer (incoming),Logan Inagawa,47.30660226501232,22.0,0.0,31.181563316122837,85.0,39.28871204871276,46.664314918538174,6,50
138,Sacramento State,40.84068477645566,40.837939350775514,138,60.686022153700996,33.8,33.8,33.8,14.648085585585585,Transfer (incoming),Carson Conklin,46.152710666696024,25.0,0.0,23.361545230090357,85.0,40.90657499277935,47.60580889390856,6,50
